ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
ALD000776807,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/15/1994,N  
ALD000776807,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/07/1994,N  
ALD000776807,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,05/31/1995,N  
ALD000776807,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/13/1995,Y  
ALD000776807,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/31/1995,N  
ALD000776807,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/24/1995,N  
ALD000776807,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/03/1995,N  
ALD000776807,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/24/1996,N  
ALD000776807,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/26/1996,N  
ALD002985554,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,05/15/1997,Y  
ALD002985554,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/11/1997,N  
ALD003139862,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/27/1993,N  
ALD003276789,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/03/1994,N  
ALD003276854,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/16/1987,Y  
ALD003276854,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/14/2003,Y  
ALD003276854,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,08/14/2003,U  
ALD003276854,AL,2,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/28/1988,Y  
ALD003276854,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/30/1997,Y  
ALD003276854,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/17/1997,Y  
ALD003276854,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/07/2000,N  
ALD003281250,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/02/1997,Y  
ALD003297116,AL,0,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,07/23/1991,Y  
ALD003297116,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/23/1984,N  
ALD002904506,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/04/1995,N  
ALD002904506,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/05/1995,N  
ALD002904506,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/15/1996,N  
ALD002904506,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,05/28/1996,Y  
ALD002904506,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/12/1996,N  
ALD000772137,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/04/1998,N  
ALD000772137,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/08/1998,N  
ALD000772137,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,02/02/1999,N  
ALD000772137,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/17/1999,Y  
ALD000772137,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/08/1999,Y  
ALD000772137,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/22/1999,Y  
ALD000772137,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/21/2000,N  
ALD046481032,AL,20,NRR,NON-FINANCIAL RECORD REVIEW,E  ,09/09/1985,Y  
ALD046481032,AL,21,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,12/11/1985,Y  
ALD046481032,AL,22,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,03/04/1986,N  
ALD046481032,AL,27,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,01/29/1987,Y  
ALD034037713,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/17/1989,Y  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/24/1993,N  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/05/1994,N  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/06/1994,N  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/20/1994,N  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/01/1995,N  
ALD033354069,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/12/1995,Y  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/13/1995,Y  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/07/1995,N  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/24/1995,N  
ALD033354069,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/11/1995,Y  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/15/1995,Y  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/28/1995,N  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/29/1995,N  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/30/1995,N  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/05/1996,N  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/09/1996,N  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/19/1996,N  
ALD045632312,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/08/1993,N  
ALD045632312,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/07/1994,N  
ALD045632312,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/01/1996,Y  
ALD045752169,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/01/1989,N  
ALD045753043,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/10/1990,Y  
ALD045753043,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/24/1996,Y  
ALD045753043,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/25/1996,Y  
ALD045753043,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/16/1996,Y  
ALD046473674,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/09/1997,N  
ALD046473948,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/08/1993,N  
ALD046479523,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/10/1996,N  
ALD046479523,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/23/1997,Y  
ALD046479523,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/19/1997,Y  
ALD046479523,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,06/26/1997,Y  
ALD046480513,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/29/2000,Y  
ALD046480513,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,08/29/2000,Y  
ALD008188708,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,06/04/1999,N  
ALD008188708,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/16/1999,N  
ALD008188708,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/18/1999,N  
ALD008188708,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/29/1999,N  
ALD008188708,AL,SFQ,GME,GROUNDWATER MONITORING EVALUATION,S  ,08/10/1999,N  
ALD008188708,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/19/1999,N  
ALD008188708,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/23/1999,N  
ALD008188708,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/25/1999,N  
ALD008188708,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/18/1999,N  
ALD008188708,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/29/1999,N  
ALD008188708,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/20/2000,N  
ALD008188708,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/04/2000,N  
ALD031639073,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,02/28/1991,Y  
ALD031639743,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/30/1993,N  
ALD031642598,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/01/1996,N  
ALD031642598,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/19/1996,Y  
ALD031644446,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/31/2001,N  
ALD031644446,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/27/1997,N  
ALD031654759,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/01/1992,N  
ALD032674616,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/17/1987,N  
ALD032674616,AL,2,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/02/1990,N  
ALD033354069,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/30/2000,U  
ALD033354069,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/20/2000,N  
ALR000042416,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/29/2007,Y  
ALR000032433,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/07/2007,Y  
ALR000034793,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/24/2007,N  
ALR000026617,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/25/2007,N  
ALR000032425,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/25/2007,N  
ALD002904506,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/27/2007,Y  
ALD982080855,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/27/2005,Y  
ALD004023180,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/08/1997,N  
ALD004023180,AL,SFQ,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,12/11/1997,N  
ALD004023180,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/12/1997,N  
ALD004023180,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/16/1997,Y  
ALD004023180,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/28/1998,N  
ALD004023180,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/04/1998,Y  
ALD004023180,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/16/1998,Y  
ALD004023164,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/09/1995,N  
ALD004023164,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/29/1996,N  
ALD004023180,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,07/20/1988,N  
ALD004017901,AL,3,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/31/1988,N  
ALD004017901,AL,4,FRR,FINANCIAL RECORD REVIEW,S  ,11/15/1988,Y  
ALD004017901,AL,5,GME,GROUNDWATER MONITORING EVALUATION,S  ,03/20/1989,N  
ALD004017901,AL,6,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/29/1989,N  
ALD004017901,AL,8,FCI,FOCUSED COMPLIANCE INSPECTION,E  ,10/28/1985,Y  
ALD004017901,AL,8,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/29/1990,Y  
ALD004002333,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/29/2004,N  
ALD004002333,AL,4,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/11/1990,N  
ALD004002333,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/12/1996,Y  
ALD004002333,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/30/1996,Y  
ALD004002655,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/18/1995,Y  
ALD004002655,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/25/1995,Y  
ALD004002838,AL,9,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/20/1987,N  
ALD004002838,AL,10,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/25/1987,N  
ALD004002853,AL,2,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/30/1988,N  
ALD004002853,AL,3,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/09/1988,Y  
ALD004002853,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/04/1992,Y  
ALD004017901,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,08/20/1991,N  
ALD004017901,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/27/1992,N  
ALD004017901,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/06/1992,N  
ALD004017901,AL,SFQ,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,03/24/1992,N  
ALD004017901,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,04/20/1992,N  
ALD004017901,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/23/1992,Y  
ALD004017901,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/28/1992,Y  
ALD004017901,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/10/1992,N  
ALD004017901,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/19/1992,N  
ALD004017901,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/23/1993,Y  
ALD004017901,AL,SFQ,GME,GROUNDWATER MONITORING EVALUATION,S  ,03/16/1993,N  
ALD004017901,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/15/1993,N  
ALD004017901,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/11/1993,N  
ALD004017901,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/24/1993,N  
ALD004017901,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/22/1993,N  
ALD004017869,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,04/23/1996,N  
ALD004017869,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/14/1996,N  
ALD004017869,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/04/1996,N  
ALD004017869,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/14/1997,N  
ALD004017869,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,08/09/1997,N  
ALD004017869,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/12/1997,Y  
ALD004017869,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/07/1997,N  
ALD004017869,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/15/1997,Y  
ALD004017869,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/26/1998,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,08/14/1995,N  
ALD004002077,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/30/1995,Y  
ALD004002077,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/07/1996,Y  
ALD004002077,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,04/30/1996,Y  
ALD004002077,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/26/1996,N  
ALD002466357,AL,3,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,09/20/1989,N  
ALD002466357,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/11/1991,Y  
ALD002466357,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/09/1994,N  
ALD002466357,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/26/1997,N  
ALD002853000,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/08/1989,N  
ALD002853000,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/28/1992,N  
ALD002904506,AL,0,CDI,CASE DEVELOPMENT INSPECTION,X  ,04/20/1994,N  
ALD002904506,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,05/10/1988,N  
ALD002904506,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/08/2000,N  
ALD002904506,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/14/2000,N  
ALD002904506,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,12/11/2000,Y  
ALD031499833,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/09/1994,Y  
ALD031499833,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/04/1995,N  
ALD031499833,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,06/12/1995,N  
ALD031499833,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/17/1995,N  
ALD031499833,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/22/1995,N  
ALD031499833,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/28/1996,Y  
ALD031490501,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/03/1998,N  
ALD008163388,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,05/09/2000,N  
ALD008163388,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/09/2000,N  
ALD008163388,AL,SFQ,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,06/14/2000,N  
ALD008163388,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/28/2000,N  
ALD008163388,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/24/1997,N  
ALD008163388,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/27/1997,N  
ALD008163388,AL,SFS,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/27/1997,N  
ALD008171522,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,05/03/1985,N  
ALD008171522,AL,3,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/09/1990,N  
ALD008171522,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/24/1991,Y  
ALD008171522,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,12/20/1991,N  
ALD008171522,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/07/1995,Y  
ALD008171522,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,06/28/1995,Y  
ALD008173981,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,05/03/1985,Y  
ALD008173981,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/20/2004,Y  
ALD008173981,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,04/20/2004,U  
ALD004023180,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/11/2001,N  
ALR000039008,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/16/2006,N  
ALR000039016,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/16/2006,N  
ALR000039024,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/17/2006,N  
ALD095687786,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/13/2006,Y  
ALD071951628,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/22/1996,N  
ALD071951628,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/18/1996,Y  
ALD071951628,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/07/1997,N  
ALD071951628,AL,SFQ,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,01/15/1997,N  
ALD071951628,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/29/1997,N  
ALD071951628,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,03/31/1997,N  
ALD071951628,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/12/1997,Y  
ALD071951628,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/30/1997,N  
ALD081391492,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/24/1997,N  
ALD081391492,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/14/1997,N  
ALD081391492,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/05/1997,N  
ALD081391492,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/14/1997,Y  
ALD081391492,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/06/1997,Y  
ALD081391492,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/25/1997,Y  
ALD081391492,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/15/1997,Y  
ALD081391492,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,09/24/1997,Y  
ALD081391492,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/06/1997,N  
ALD081391492,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/24/1997,Y  
ALD081391492,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/19/1997,Y  
ALD034084871,AL,2,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,06/30/1989,Y  
ALD034084871,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/19/1993,N  
ALD034084871,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/24/1994,N  
ALD034091611,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/12/1987,Y  
ALD034091611,AL,2,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,05/01/1987,N  
ALD034091611,AL,3,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/15/1989,Y  
ALD034091611,AL,4,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/07/1989,N  
ALD034099267,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/26/1995,Y  
ALD021257357,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/20/1998,Y  
ALD021257357,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/12/1999,Y  
ALD021257357,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/09/1999,Y  
ALD021257357,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,08/17/1999,N  
ALD021257951,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,07/22/2003,N  
ALD021257951,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/17/2003,N  
ALD021257951,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/19/2003,N  
ALD021257951,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,07/07/2005,N  
ALD021257951,AL,1,FRR,FINANCIAL RECORD REVIEW,C  ,02/27/2006,N  
ALD021257951,AL,2,GME,GROUNDWATER MONITORING EVALUATION,E  ,07/29/1985,N  
ALD021257951,AL,2,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/14/1988,N  
ALD021257951,AL,2,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/12/2002,N  
ALD021257951,AL,3,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/31/1988,Y  
ALD021257951,AL,3,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/12/2002,N  
ALD021257951,AL,4,CSE,COMPLIANCE SCHEDULE EVALUATION,E  ,09/19/1985,N  
ALD021257951,AL,4,FRR,FINANCIAL RECORD REVIEW,S  ,01/05/1989,N  
ALD021257951,AL,5,GME,GROUNDWATER MONITORING EVALUATION,S  ,03/13/1989,N  
ALD021257951,AL,7,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/15/1989,Y  
ALD021257951,AL,8,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,06/05/1989,N  
ALD021257951,AL,10,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,08/14/1986,Y  
ALD021257951,AL,10,GME,GROUNDWATER MONITORING EVALUATION,S  ,03/07/1990,N  
ALD021257951,AL,11,FRR,FINANCIAL RECORD REVIEW,S  ,05/10/1990,Y  
ALD021257951,AL,12,FRR,FINANCIAL RECORD REVIEW,S  ,06/28/1990,N  
ALD021257951,AL,14,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/23/1990,N  
ALD021257951,AL,17,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/05/1990,Y  
ALD021257951,AL,SAK,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/21/1992,N  
ALD021257951,AL,SAK,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/21/1992,N  
ALD020852422,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/22/1992,Y  
