ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
ALD082066192,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,07/22/1999,03/31/2000,
ALD077933216,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/11/1993,12/20/1993,01/07/1994
ALD077935203,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/08/1994,06/30/1995,03/27/1995
ALD077647691,AL,264.E,"Standards for Owners and Operators of HW TSDs: Manifest System, Recordkeeping, a",S  ,03/01/1996,04/12/1996,04/26/1996
ALD059661454,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/10/1995,10/25/1995,10/25/1995
ALD058221326,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,02/22/1989,05/23/1989,06/10/1989
ALD058221326,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,03/30/1992,08/07/1992,07/18/1992
ALD058223371,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,09/02/1999,10/14/1999,10/26/1999
ALD058226234,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,12/09/1991,01/31/1992,02/09/1992
ALD049150030,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,06/16/1995,09/17/1995,08/21/1995
ALD079474037,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,02/22/1989,05/22/1989,05/12/1989
ALD004011342,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/21/1994,07/18/1995,01/16/1995
ALD003297116,AL,268.A,Land Disposal Restrictions: General,S  ,05/17/1988,11/18/1988,11/19/1988
ALD071951628,AL,262.A,Standards Applicable to Generators of HW: General,S  ,11/01/1995,02/06/1996,
ALD000622464,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,04/06/1995,04/06/1995,06/12/1995
ALD004025235,AL,268.A,Land Disposal Restrictions: General,S  ,11/01/1988,09/19/1990,01/23/1989
ALD004025235,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,12/18/1991,01/23/1992,02/24/1992
ALD000622464,AL,264.G,Standards for Owners and Operators of HW TSDs: Closure and Post-Closure,E  ,10/23/1984,12/28/1984,
ALD000828848,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,E  ,11/19/1985,06/05/1986,06/05/1986
ALD000828848,AL,264.A,Standards for Owners and Operators of HW TSDs: General,E  ,03/27/1986,03/27/1986,
ALD000826958,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,E  ,02/07/1992,03/13/1992,
ALD982097313,AL,262.A,Standards Applicable to Generators of HW: General,S  ,04/18/1994,03/16/1995,06/17/1994
ALD982097073,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/17/1992,03/19/1993,01/28/1993
ALD000827154,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,05/28/1993,07/06/1993,07/02/1993
ALD008188708,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,E  ,03/12/1984,08/25/1987,
ALD004017901,AL,FEA,Violation of a formal enforcement agreement or order. (3008(a) or 3013),S  ,06/16/1987,10/28/1988,
ALD004017869,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,03/16/1994,06/14/1994,06/09/1994
ALD000652784,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,03/01/1996,07/18/1996,04/26/1996
ALD008161416,AL,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,05/24/1990,09/07/1990,09/07/1990
ALD008161416,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,03/06/1992,04/18/1992,04/19/1992
ALD004019048,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/25/1996,08/20/1996,08/26/1996
ALD000771949,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,E  ,08/07/1985,06/29/1987,07/29/1987
ALD008161176,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,08/29/1988,03/23/1989,12/12/1988
ALD004009320,AL,262.A,Standards Applicable to Generators of HW: General,E  ,05/10/1995,07/13/1995,
ALD002166338,AL,268.A,Land Disposal Restrictions: General,S  ,05/16/1995,06/02/1995,09/16/1995
ALD002166338,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/19/1998,11/10/1998,11/19/1998
ALD004022240,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,08/19/1999,07/10/2000,
ALD003326444,AL,262.A,Standards Applicable to Generators of HW: General,S  ,04/16/1997,04/21/1997,05/16/1997
ALD008163115,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/03/1988,06/21/1988,05/28/1988
ALD008161861,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/08/1996,06/17/1996,06/22/1996
ALR000058271,AL,268.A,Land Disposal Restrictions: General,E  ,03/22/2016,11/09/2016,
ALD077911915,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,07/27/2016,08/01/2016,
ALD008163115,AL,270.A,EPA Administered Permit Programs: the HW Permit Program General Information,S  ,12/10/2015,07/26/2016,
ALD000622464,AL,PCR,Violation of a permit condition or requirement,S  ,11/17/2015,12/22/2015,
ALR000061028,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,12/01/2016,03/03/2017,
ALR000060889,AL,279.C,Standards for Used Oil Generators,S  ,10/14/2016,12/13/2016,12/05/2016
ALN001002000,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/02/2000,03/07/2001,
AL0000629469,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,05/08/2001,05/08/2001,
ALD982094062,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,05/16/2001,05/18/2001,
AL2640090005,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/25/2000,02/21/2001,
ALD982109910,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,10/05/2000,11/07/2000,
ALD070513767,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,07/30/2002,10/16/2002,
ALR000059931,AL,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Fac Stds,E  ,07/25/2017,09/29/2017,
ALD983170838,AL,279.C,Standards for Used Oil Generators,S  ,10/16/2017,10/17/2017,
ALR000059956,AL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,09/08/2017,10/26/2017,10/11/2017
ALD004009403,AL,264.G,Standards for Owners and Operators of HW TSDs: Closure and Post-Closure,S  ,05/06/2009,06/29/2009,07/23/2009
ALR000038927,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/11/2009,06/14/2010,01/04/2010
ALD085774875,AL,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,01/27/2009,06/30/2009,03/23/2009
ALR000032342,AL,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan a,S  ,11/04/2009,12/02/2009,12/12/2009
ALD085774875,AL,279.C,Standards for Used Oil Generators,S  ,01/27/2009,06/30/2009,
ALR000005033,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,01/24/2001,04/03/2001,03/16/2001
ALR000014274,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,02/06/2002,03/14/2002,03/22/2002
ALR000001966,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/24/2001,03/13/2001,
ALD001221902,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,08/16/2001,10/10/2001,10/17/2001
ALR000022475,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/30/2001,08/21/2002,
ALD004019048,AL,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,05/10/2001,08/08/2001,
ALD980600654,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/14/2002,05/10/2002,04/15/2002
ALD008161416,AL,264.S,Standards for Owners and Operators of HW TSDs: Special Provisions for Cleanup,S  ,07/24/2002,09/10/2002,09/14/2002
ALD087638755,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/28/2001,01/02/2002,12/28/2001
ALD004012050,AL,262.A,Standards Applicable to Generators of HW: General,S  ,11/11/2001,12/18/2001,01/04/2002
ALD980600456,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/13/2001,08/23/2002,10/12/2001
ALR000016261,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/29/2002,04/01/2002,
ALD058223371,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,04/30/2002,09/13/2002,09/14/2002
ALR000025817,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/08/2002,09/18/2002,
ALR000026070,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/05/2002,08/05/2002,
ALD981860778,AL,262.A,Standards Applicable to Generators of HW: General,S  ,04/21/2003,06/24/2005,
ALD047158266,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/02/2003,07/29/2003,07/31/2003
ALD050981646,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/23/2002,11/18/2002,
ALD982109910,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/11/2003,08/20/2003,08/27/2003
ALD004000790,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,07/02/2003,08/21/2003,08/26/2003
ALR000028829,AL,262.A,Standards Applicable to Generators of HW: General,S  ,04/10/2003,06/17/2003,06/21/2003
ALD983185828,AL,279.F,Standards for Used Oil Processors and Re-Refiners,E  ,09/09/2003,09/09/2003,
ALR000031716,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/13/2004,03/01/2004,03/15/2004
ALD981023377,AL,262.A,Standards Applicable to Generators of HW: General,S  ,04/02/2003,08/19/2003,07/24/2003
ALD983191131,AL,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,08/20/2003,02/02/2004,12/01/2003
ALD002985554,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,08/26/2003,10/28/2003,10/30/2003
ALD983167925,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,E  ,09/11/2002,09/12/2002,
ALR000029702,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,06/23/2003,03/23/2004,
ALD001221902,AL,265.BB,Interim Status Standards for Owners and Operators of HW TSDs: Air Emission Stand,S  ,07/25/2003,09/12/2003,09/22/2003
ALD983192246,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,E  ,04/08/2003,04/08/2003,
ALR000008276,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,01/13/2004,04/19/2004,04/01/2004
AL3210020027,AL,265.BB,Interim Status Standards for Owners and Operators of HW TSDs: Air Emission Stand,S  ,08/26/2003,03/25/2004,
ALD981023773,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/12/2004,07/19/2004,07/28/2004
ALR000033605,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/07/2004,08/04/2004,09/15/2004
ALD006900526,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,05/24/2004,05/28/2004,06/08/2004
ALD982088379,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,11/25/2003,01/06/2004,01/09/2004
AL0000262667,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,09/22/2004,10/27/2004,11/05/2004
ALR000026872,AL,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,09/24/2004,11/24/2004,12/08/2004
ALD067110676,AL,266.H,Hazardous Waste Burned in Boilers and Industrial Furnaces,S  ,10/30/2003,06/22/2004,07/07/2004
ALD067110676,AL,266.H,Hazardous Waste Burned in Boilers and Industrial Furnaces,S  ,10/30/2003,10/30/2003,07/07/2004
ALD983192907,AL,262.A,Standards Applicable to Generators of HW: General,S  ,09/26/2005,01/26/2006,02/13/2006
ALR000033787,AL,262.A,Standards Applicable to Generators of HW: General,S  ,09/27/2004,03/25/2005,10/27/2004
AL0000077024,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,03/30/2005,01/11/2006,08/08/2005
ALR000011338,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,01/07/2005,02/14/2005,02/28/2005
ALD034046730,AL,268.A,Land Disposal Restrictions: General,S  ,07/20/2004,08/04/2004,
ALD003297116,AL,262.A,Standards Applicable to Generators of HW: General,S  ,09/21/2010,06/10/2011,10/28/2010
ALD079474037,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,05/24/2005,07/15/2005,
AL0000262626,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/28/2005,07/14/2005,
ALR000034439,AL,262.A,Standards Applicable to Generators of HW: General,S  ,11/16/2004,01/27/2005,01/28/2005
ALD008161416,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/12/2005,09/09/2005,07/26/2005
ALD983166042,AL,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,09/01/2005,10/12/2005,10/21/2005
ALR000023564,AL,279.C,Standards for Used Oil Generators,S  ,05/03/2006,02/26/2007,08/03/2006
ALD000608216,AL,261.A,ID and Listing of HW: General,S  ,08/24/2006,09/25/2006,
ALD049150030,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/17/2005,11/07/2005,11/19/2005
ALR000032730,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,03/25/2005,04/28/2005,04/30/2005
ALR000037077,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/03/2005,09/07/2005,09/05/2005
ALR000025387,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,02/23/2006,05/05/2006,
ALR000028787,AL,261.B,ID and Listing of HW: Criteria for Identifying the Characteristics of HW and for,S  ,08/15/2006,06/06/2008,
ALR000006346,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,08/04/2005,03/06/2006,04/05/2006
ALR000037135,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/18/2006,10/24/2006,
ALD982115248,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,09/20/2006,12/20/2006,
ALR000005942,AL,279.C,Standards for Used Oil Generators,S  ,04/28/2006,07/06/2006,07/06/2006
ALD983185539,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/25/2006,08/21/2006,
ALD079474037,AL,268.E,Land Disposal Restrictions: Prohibitions on Storage,S  ,08/14/2006,10/23/2006,
ALR000042556,AL,261.A,ID and Listing of HW: General,S  ,05/29/2007,09/25/2007,08/26/2007
ALR000043067,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,09/12/2007,10/14/2008,10/03/2008
AL3210020027,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/02/2006,10/03/2006,
ALD983168147,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,01/23/2007,03/25/2008,
ALD983191537,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,01/27/2006,03/27/2008,05/12/2006
ALD051235562,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/13/2006,05/23/2006,05/17/2006
ALR000041095,AL,279.C,Standards for Used Oil Generators,S  ,04/02/2007,05/21/2007,05/21/2007
ALD983173832,AL,279.C,Standards for Used Oil Generators,S  ,07/16/2003,11/12/2003,
ALR000006197,AL,279.C,Standards for Used Oil Generators,S  ,06/15/2007,09/13/2007,09/14/2007
ALD981020894,AL,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Pr,S  ,09/14/2006,12/01/2006,12/05/2006
ALR000030718,AL,279.C,Standards for Used Oil Generators,S  ,05/02/2007,08/03/2007,07/15/2007
ALR000042523,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/13/2007,08/15/2007,07/30/2007
ALR000025486,AL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and P,S  ,12/13/2007,08/22/2008,
ALR000052563,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,04/25/2017,05/04/2017,05/25/2017
ALR000050989,AL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management,S  ,03/24/2016,03/24/2016,08/22/2016
ALD057202558,AL,279.C,Standards for Used Oil Generators,E  ,11/23/2010,06/28/2011,
ALR000030585,AL,262.A,Standards Applicable to Generators of HW: General,E  ,11/24/2010,,
ALR000005884,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/13/2017,05/15/2017,05/17/2017
ALD002904506,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/19/2010,11/15/2010,
ALR000042606,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,03/30/2010,06/10/2010,
ALD057213811,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/23/2009,07/29/2010,07/30/2010
ALD982088379,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,03/29/2010,06/17/2010,06/24/2010
ALR000048520,AL,262.A,Standards Applicable to Generators of HW: General,S  ,12/15/2010,04/01/2011,04/05/2011
ALD981922115,AL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management,E  ,04/21/2010,07/12/2010,
ALD057202558,AL,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Fac Stds,S  ,11/23/2010,06/28/2011,07/01/2011
ALR000025486,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,12/13/2007,08/22/2008,
ALD008185407,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,08/16/2007,04/02/2008,10/20/2007
ALD040653636,AL,279.C,Standards for Used Oil Generators,S  ,03/28/2012,03/28/2012,04/27/2012
ALD983174681,AL,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Fac Stds,S  ,02/06/2008,04/03/2008,04/25/2008
ALD149984445,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/17/2012,06/25/2012,06/18/2012
ALD000823179,AL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and P,S  ,08/30/2011,02/28/2012,02/27/2012
ALD983181728,AL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and P,S  ,11/30/2011,10/22/2012,03/20/2012
ALR000009308,AL,262.A,Standards Applicable to Generators of HW: General,S  ,04/04/2012,06/04/2012,06/11/2012
ALR000041202,AL,262.A,Standards Applicable to Generators of HW: General,S  ,04/13/2012,09/19/2012,
ALR000024786,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,E  ,04/19/2012,08/22/2012,
ALR000028308,AL,279.C,Standards for Used Oil Generators,S  ,02/26/2009,03/23/2009,
ALD070513767,AL,PCR,Violation of a permit condition or requirement,S  ,04/15/2009,05/29/2009,05/29/2009
ALD094476793,AL,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan a,S  ,04/15/2009,05/08/2009,06/08/2009
AL6640006668,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,08/26/2008,09/02/2008,09/26/2008
ALR000037283,AL,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan a,S  ,04/30/2008,07/11/2008,07/10/2008
ALR000027136,AL,279.C,Standards for Used Oil Generators,S  ,02/14/2008,05/05/2008,
ALR000002956,AL,279.C,Standards for Used Oil Generators,S  ,02/21/2008,04/17/2008,
