ID_NUMBER,FACILITY_NAME,ACTIVITY_LOCATION,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,TRANSPORTER,ACTIVE_SITE,OPERATING_TSDF
ALR000037242,STOVALL ROOFING,AL,------,Other,704C DOZIER AVENUE,PRATTVILLE,AL,36067,,,,N  ,-----,------         
ALR000044123,DBM RECYCLING,AL,------,Other,20884 US HIGHWWAY 331,LAPINE,AL,36046,,,N  ,N  ,-----,------         
ALD102095239,KLG LLC DBA JD BYRIDER,AL,------,Other,2909 GOVERNMENT BLVD,MOBILE,AL,36606,30.658316,-88.112433,,N  ,-----,------         
ALR000036269,CITRONELLE HIGH SCHOOL,AL,------,VSQG,19325 ROWE STREET,CITRONELLE,AL,36522,,,3,N  ,H----,------         
ALR000043570,WEHADKEE YARN MILLS,AL,------,Other,400 ADAMS AVENUE,TALLADEGA,AL,35160,33.26,-86.11,N  ,N  ,-----,------         
ALR000014274,STACEY MULLINS BETH FREEMAN MULLINS BODY,AL,------,VSQG,265 COUNTY ROAD 601,HANCEVILLE,AL,35077,,,3,N  ,H----,------         
ALR000026690,GILLAND CHRYSLER DODGE JEEP,AL,------,Other,1102 HWY 231 NORTH,OZARK,AL,36360,,,N  ,N  ,-----,------         
ALR000026534,ADVANCE AUTO PARTS #9107,AL,------,Other,2590 ROSS CLARK CIRCLE,DOTHAN,AL,36301,,,N  ,N  ,-----,------         
ALR000020206,ADVANCE AUTO PARTS #5247,AL,------,Other,410 CALDWELL,WARRIOR,AL,35180,,,N  ,N  ,-----,------         
ALR000019992,ADVANCE AUTO PARTS #9490,AL,------,Other,2718 MONTGOMERY HIGHWAY,DOTHAN,AL,36303,,,N  ,N  ,-----,------         
ALD091412627,DOUGLAS & LOMASON COMPANY,AL,------,Other,STATE DOCK ROAD,PHENIX CITY,AL,36868-1339,32.431944,-84.978056,N  ,N  ,-----,------         
ALD145375705,PRESTIGE CLEANERS,AL,------,Other,430 GREENSPRINGS HWY,BIRMINGHAM,AL,35209,33.462328,-86.819236,N  ,N  ,-----,------         
ALD120908199,REGAL NISSAN COMPANY,AL,------,Other,4406 UNIVERSITY DRIVE,HUNTSVILLE,AL,35805,34.735116,-86.627731,N  ,N  ,-----,------         
ALR000006916,KEY BATTERY,AL,------,VSQG,1109 FINLEY AVENUE NORTH,BIRMINGHAM,AL,35204,33.55,-86.75,3,N  ,H----,------         
ALR000025825,CHEROKEE ELECTRICAL COOPERATIVE,AL,------,Other,1550 CHESTNUT BYPASS,CENTRE,AL,35960,,,N  ,N  ,-----,------         
ALR000002527,TRANSCO COMPRESSOR STATION 90,AL,------,VSQG,HIGHWAY 69 AT BEAVER CREEK,SWEETWATER,AL,36782,,,3,N  ,H----,------         
ALD983171422,SPURLIN OIL COMPANY INC,AL,------,VSQG,HWY 78 & LUTTRELL STREET,OXFORD,AL,36203-3102,,,3,N  ,H----,------         
ALD000770214,RYDER BULK TRANSPORTATION SERVICE,AL,------,Other,1506 COUNTRY BOY LANE,SHEFFIELD,AL,35660,34.772925,-87.670531,N  ,N  ,-----,------         
ALD000770289,DOW CHEM INC/DOWELL,AL,------,Other,OLD GULF SHIPYARD,CHICKASAW,AL,36611,30.761667,-88.075,N  ,N  ,-----,------         
ALD983169368,PRUITT'S CHEVRON,AL,------,Other,HIGHWAY 80 WEST MARIA,DEMOPOLIS,AL,36732,,,N  ,N  ,-----,------         
ALD983169418,IVEY CHEVRON,AL,------,Other,HIGHWAY 5,MARION,AL,36756,,,N  ,N  ,-----,------         
ALD982144792,WHITTEN BODY COMPANY,AL,------,VSQG,1000 EAST 2ND STREET,MUSCLE SHOALS,AL,35662,34.759296,-87.659218,3,N  ,H----,------         
ALD983170077,MELROSE EXXON,AL,------,VSQG,HWY 431 N,ALEXANDRIA,AL,36250,,,3,N  ,H----,------         
ALD983170168,ZIPPY MART AL-538,AL,------,Other,301 EAST LEE ST,ENTERPRISE,AL,36330,31.317351,-85.851851,N  ,N  ,-----,------         
ALD983169707,GLENN HOUSER-224810087,AL,------,VSQG,2700 8TH AVE. @ 27TH,BIRMINGHAM,AL,35233,,,3,N  ,H----,------         
ALD983176777,GALE'S AUTO & MACH,AL,------,VSQG,721 HOLCOMBE AVENUE,MOBILE,AL,36608,,,3,N  ,H----,------         
ALD983176678,"ARTCRAFT PRESS, INC.",AL,------,Other,12 TACON STREET,MOBILE,AL,36607-3116,30.689138,-88.103381,N  ,N  ,-----,------         
ALD981472574,TOWN & COUNTRY CLEANERS,AL,------,VSQG,173 HAZEL,CENTREVILLE,AL,35042,32.946333,-87.144963,3,N  ,H----,------         
ALN921105001,GARDNER ASPHALT,AL,------,Other,HIGHWAY 11,SPRINGVILLE,AL,33333,,,N  ,N  ,-----,------         
ALN940322000,MOBILE COUNTY PUBLIC WORKS COMPLAINT,AL,------,Other,INTERSECTION OF HWY 43 AND,MOBILE,AL,36601,,,N  ,N  ,-----,------         
ALD983190745,WATER WORKS & SEWER BOARD,AL,------,Other,0590 SHADES CREST ROAD,BIRMINGHAM,AL,35283,33.389923,-86.856364,N  ,N  ,-----,------         
ALD983190851,OPELIKA METALFAB INC,AL,------,VSQG,1200 STEEL STREET,OPELIKA,AL,36803-2209,,,3,N  ,H----,------         
ALD983183039,SOUTHERN DEFENSE SYSTEMS INC,AL,------,Other,2208 HWY 21 SOUTH,OXFORD,AL,36203,33.597111,-85.84036,N  ,N  ,-----,------         
ALD983192931,CARROLL'S AUTO PARTS AND SERVICE,AL,------,VSQG,104 LAKEVIEW DRIVE,PIEDMONT,AL,36272,,,3,N  ,H----,------         
ALD983192980,"PURE SOLVE, INC.",AL,------,Other,4944 TUFTS ROAD,MOBILE,AL,36619,30.588587,-88.142342,N  ,N  ,-----,------         
ALD983193012,MADISON AUTOMOTIVE #2,AL,------,Other,1618 HUGHES RD,MADISON,AL,35758,34.751104,-86.740837,N  ,N  ,-----,------         
ALD983192535,ALLIED SIGN COMPANY INC,AL,------,VSQG,1250 HUTSON DRIVE,MOBILE,AL,36609,,,3,N  ,H----,------         
ALD053367553,THERMO KING CORPORATION,AL,------,Other,2740 GUNTER PARK DRIVE WEST,MONTGOMERY,AL,36109,32.401937,-86.236999,N  ,N  ,---C-,------         
ALN980119000,NUCLEAR PHARMACIES INC,AL,------,Other,1166-B SOUTHBELTLINE HIGHWAY,MOBILE,AL,36609,,,N  ,N  ,-----,------         
ALN980130000,FINA BULK PETROLEUM,AL,------,Other,308 E SOUTH STREET,DADEVILLE,AL,36853,,,N  ,N  ,-----,------         
ALN980219000,SOCIAL SECURITY ADMINISTRATION,AL,------,Other,2100 12TH AVE NORTH,BIRMINGHAM,AL,35234,,,N  ,N  ,-----,------         
ALD983192592,WEBSTER MODEL & ENGINEERING,AL,------,VSQG,207 GREEN COVE RD,HUNTSVILLE,AL,35803,,,3,N  ,H----,------         
ALD983180092,LAMAR ADVERTISING OF MOBILE INC,AL,------,VSQG,3353 HALLS MILL ROAD,MOBILE,AL,36606,,,3,N  ,H----,------         
ALD982170516,TOMMY COMPTON CHRYSLER,AL,------,SQG,1802 6TH AVE,DECATUR,AL,35602,34.577992,-86.976735,2,N  ,H----,------         
AL0000855569,ABANDONED SERVICE STATION,AL,------,Other,101 SOUTH THIRD ST,CITRONELLE,AL,36522,,,N  ,N  ,-----,------         
ALD983167875,MIDWAY AUTO PARTS,AL,------,Other,47815 HIGHWAY 78 EAST,LINCOLN,AL,35069,,,N  ,N  ,-----,------         
ALD983166745,GREAT DANE TRAILERS INC,AL,------,VSQG,4229 FELLOWSHIP DRIVE,MOBILE,AL,36619,,,3,N  ,H----,------         
ALD983166125,ENVIRONMENTAL FIELD SERVICES INC,AL,------,Transporter,ALLISON STREET,BOLIGEE,AL,35443,,,N  ,Y  ,H----,------         
ALD983170598,Y FOOD SHOP,AL,------,SQG,GILMER AVENUE,TALLASSEE,AL,36078,,,2,N  ,H----,------         
ALR000010017,HS METALS,AL,------,Other,1620 VANDERBILT RD,BIRMINGHAM,AL,35234,33.924306,-86.990639,N  ,N  ,-----,------         
ALD039570429,HUB TRUCKING INC,AL,------,VSQG,2959 HIGHWAY 431 SOUTH,WEDOWEE,AL,36278,33.333333,-85.466667,3,N  ,H----,------         
ALD003139862,DAN RIVER INC,AL,------,Other,HIGHWAY 80 WEST,BENTON,AL,36785,32.31,-86.818333,N  ,N  ,-----,------         
AL1141506799,U.S. BUREAU OF MINES,AL,------,Other,DAPSTONE DR. UNIV. OV ALABAMA,TUSCALOOSA,AL,35486,,,N  ,N  ,-----,------         
ALD010408912,JH RICH CO INC,AL,------,Other,1455 MONT LIMAR DR,MOBILE,AL,36609,30.660106,-88.131622,N  ,N  ,-----,------         
ALD004010864,LTV COPPERWELD,AL,------,Other,1500 NORTH 50TH STREET,BIRMINGHAM,AL,35212-1058,33.548285,-86.761076,N  ,N  ,---C-,------         
ALD983195421,CHARLES GREEN TRACK REPAIR,AL,------,VSQG,105 ROLLING ACRES ROAD,HOPE HULL,AL,36043-9441,32.234444,-86.415237,3,N  ,H----,------         
ALD983195447,T W BRADLEY AUTO REPAIR,AL,------,VSQG,401 OAK STREET,MONTGOMERY,AL,36108,32.372998,-86.3254,3,N  ,H----,------         
ALD983195496,WETUMPKA AIRPORT(SID TATUM)BEAUTIFUL AIR,AL,------,VSQG,1371 HIGHWAY 14,ELMORE,AL,36025,,,3,N  ,H----,------         
ALR000001123,SANFORD COHEN & ASSOCIATES INC,AL,------,VSQG,1000 MONTICELLO CT,MONTGOMERY,AL,36117,,,3,N  ,H----,------         
ALR000001255,BASIC'S AUTOMOTIVE,AL,------,VSQG,103.5 HALSEY ST,BREWTON,AL,36426,,,3,N  ,H----,------         
AL0000203638,AMERICAN ABRASIVE AIR & SERVICE,AL,------,Other,900 SOUTH CHESTNUT STREET,FLORENCE,AL,35630,34.795753,-87.66333,N  ,N  ,-----,------         
ALR000003731,TBA SOUTH INC,AL,------,VSQG,411 INDUSTRIAL DR,LINCOLN,AL,35096,,,3,N  ,H----,------         
ALR000003616,D&J,AL,------,VSQG,2000 FOREST AVE,EAST BREWTON,AL,36426,,,3,N  ,H----,------         
ALR000002865,TURNER PAINTING INC,AL,------,VSQG,HIGHWAY 280 EAST,WESTOVER,AL,35185,,,3,N  ,H----,------         
ALR000003012,BILL'S AUTOMOTIVE,AL,------,VSQG,1347 BASHI ROAD,THOMASVILLE,AL,36784,,,3,N  ,H----,------         
ALD982117434,MY VALET,AL,------,Other,1102 DUNSTON AVE,BIRMINGHAM,AL,35213,33.514946,-86.736563,N  ,N  ,-----,------         
ALN981202001,JAMES MOORE TRUCKING,AL,------,Other,7551 WILLIAM HOWTON ROAD,MULGA,AL,35118,,,N  ,N  ,-----,------         
ALR000008474,KMAC INDUSTRIAL RECYCLE N BHAM,AL,------,VSQG,2631 SHUTTLESWORTH DRIVE,BIRMINGHAM,AL,35234,,,3,N  ,H----,------         
ALR000008185,VALLEY REFINISHING,AL,------,VSQG,1324 HOLLINGSWORTH,JACKSONVILLE,AL,36265,,,3,N  ,H----,------         
ALR000012310,ULTRA DRAWN STEEL INC,AL,------,VSQG,2121 PARKWAY DR.S.E.,LEEDS,AL,35094,,,3,N  ,H----,------         
ALR000007468,BEVILL FIELD-VULCAN AIR SERVICES,AL,------,VSQG,6 ELLIS HAYNES DRIVE,JASPER,AL,35503,,,3,N  ,H----,------         
ALR000049544,SOUTHERN IONICS INCORPORATED,AL,------,VSQG,1100 VIADUCT ROAD,CHICKASAW,AL,36611,,,3,N  ,H----,------         
ALD983169319,CUBA CHEVRON,AL,------,Other,I-59 US 80 INTERSTATE,CUBA,AL,36907,,,N  ,N  ,-----,------         
ALN970110001,PERLISS TRUCK STOP,AL,------,Other,5495 COUNTY ROAD 388,CUSSETA,AL,36862,,,N  ,N  ,-----,------         
ALD041906173,ILCO (INTERSTATE LEAD COMPANY),AL,------,Other,1247 BORDEN AVENUE,LEEDS,AL,35094,33.537744,-86.536358,,N  ,-----,------         
ALD982082737,SCHULER INDUSTRIES INC,AL,------,VSQG,3527 NORTH 29TH STREET,BIRMINGHAM,AL,35207,33.55924,-86.811408,3,N  ,H----,------         
ALD982138091,VULCAN PAINTERS,AL,------,Other,P O BOX 10606,BIRMINGHAM,AL,35202,,,N  ,N  ,-----,------         
ALD983168428,LOG INDUSTRIES,AL,------,Other,JUG FACTORY RD,TUSCALOOSA,AL,35405,,,N  ,N  ,-----,------         
ALD983175654,EXXON CO USA #53993,AL,------,Other,1200 QUINTARD DR.,OXFORD,AL,36203,,,N  ,N  ,-----,------         
ALD983175217,CARLS AUTO REPAIR,AL,------,VSQG,590 SCHILLINGER ROAD,MOBILE,AL,36609,,,3,N  ,H----,------         
ALD983168055,J & M INDUSTRIES,AL,------,VSQG,1473 GOLDENROD STREET,LEEDS,AL,35094,33.533493,-86.529649,3,N  ,H----,------         
ALD981865033,PATIO WIRE,AL,------,Other,1621 OLD NEW CASTLE ROAD,FULTONDALE,AL,35068,33.60905,-86.795803,N  ,N  ,-----,------         
ALR000012732,JASPER INDUSTRIAL MAINTENANCE,AL,------,Other,1404 10TH AVENUE WEST,JASPER,AL,35501,33.834722,-87.277778,,N  ,-----,------         
ALD991289687,CHEVRON USA INC 2009,AL,------,Other,NORTH CLINTON STREET,ATHENS,AL,35611,34.801667,-86.971667,N  ,N  ,-----,------         
ALD983172263,TEE JAYS MFG INC,AL,------,VSQG,4129 HELTON DRIVE,FLORENCE,AL,35630,34.859585,-87.660438,3,N  ,H----,------         
AL0000109082,REM SERVICES INC,AL,------,Other,ALLISON STREET,BOLIGEE,AL,35443,,,N  ,N  ,-----,------         
AL0000126706,GUYS SMALL ENGINE,AL,------,Other,523 HWY 43,CHICKASAW,AL,36611,,,N  ,N  ,-----,------         
ALR000013292,"MID-STATE ELECTRIC MOTOR SERVICE, INC",AL,------,Other,1801 MARKET STREET,OPELIKA,AL,36801,,,N  ,N  ,-----,------         
ALN950228000,JIM POTTER & SONS INC,AL,------,Other,HIGHWAY 184 EAST,MUSCLE SHOALS,AL,35661,,,N  ,N  ,-----,------         
ALN950208000,MERIDIAN OIL-SULLIVAN 22-9-210,AL,------,Other,PARK FORREST TRACE,DUNCANVILLE,AL,35456,,,N  ,N  ,-----,------         
ALN940303000,SAPP PROPERTY,AL,------,Other,RUCKER BLVD @ CR 704,ENTERPRISE,AL,36330,,,N  ,N  ,-----,------         
ALD983192121,THE TIRE STOP,AL,------,VSQG,5250 HWY 90 W,MOBILE,AL,36609,,,3,N  ,H----,------         
ALD983192147,GRANTHAM BODY SHOP,AL,------,VSQG,610 NORTH TROY ROAD,ELBA,AL,36323,,,3,N  ,H----,------         
ALD006900898,WHEELER JOE ELEC MEMBERSHIP CORP,AL,------,Other,500 N SPARKMAN ST,HARTSELLE,AL,35640,34.44813,-86.936938,N  ,N  ,-----,------         
ALD004402285,PBR ELECTRONICS INC,AL,------,Other,1601 HOBBS ST,ATHENS,AL,35611,34.805381,-86.990859,N  ,N  ,-----,------         
ALD032978637,EPES LIME COMPANY INC.,AL,------,Other,HWY 11,EPES,AL,35460,,,,N  ,-----,------         
ALR000015834,SOUTHERN PRECISION,AL,------,Other,1500 GEORGIA ROAD,IRONDALE,AL,35210,,,N  ,N  ,-----,------         
ALR000004150,MORAVEC FARMS,AL,------,VSQG,9500 TOM WALLER ROAD,ST ELMO,AL,36568,,,3,N  ,H----,------         
ALD000653121,CITRONELLE SE #B-32-16,AL,------,Other,3 MI SE OF CITRONELLE OFF HW45,CITRONELLE,AL,36522,31.04263,-88.230371,N  ,N  ,-----,------         
AL0000899864,GULF STATES AIRGAS INC,AL,------,Other,5480 HAMILTON BLVD,THEODORE,AL,36582,30.554802,-88.170877,N  ,N  ,-----,------         
ALN960725007,TAYLORS CLEANERS,AL,------,Other,921 1ST STREET SW,CHILDERSBURG,AL,35044,,,N  ,N  ,-----,------         
ALD983194382,PRESTIGE PAINT & BODY INC,AL,------,Other,133 MURRAY RD,DOTHAN,AL,36303,,,N  ,N  ,-----,------         
ALR000007294,GOLDEN STEVEDORING CO INC,AL,------,Other,STATE DOCKS ROAD,MOBILE,AL,36602,,,N  ,N  ,-----,------         
ALD983185166,TIDWELL & SON CUSTOM AUTO BODY,AL,------,VSQG,RT 7,RUSSELLVILLE,AL,35653,,,3,N  ,H----,------         
ALD982111619,BENTLEY CHEVROLET OLDSMOBILE,AL,------,Other,116 HWY 43 BY PASSS,RUSSELLVILLE,AL,35653,34.499034,-87.719987,N  ,N  ,-----,------         
ALD982109977,MAGIC TOUCH CLEANERS,AL,------,Other,3170 HELENA ROAD,HELENA,AL,35080,33.305625,-86.836296,N  ,N  ,-----,------         
ALD981758139,US TRUCK CTR INC,AL,------,SQG,1600 D I P,MOBILE,AL,36660,,,2,N  ,H----,------         
ALD981757644,PARKERS CLEANERS,AL,------,SQG,2129 GAULT AVE N,FORT PAYNE,AL,35967,34.462665,-85.703661,2,N  ,H----,------         
ALD981756331,FRITO LAY INC,AL,------,Other,4141 LEWISBURG ROAD,BIRMINGHAM,AL,35207,33.566164,-86.819361,N  ,N  ,-----,------         
AL0000980649,RAYMONDS AUTO REPAIR,AL,------,VSQG,6240A THEODORE DAWES RD,THEODORE,AL,36582,,,3,N  ,H----,------         
AL0000988089,AUTO TRIM DESIGN,AL,------,VSQG,2401 SKYLAND BLVD E,TUSCALOOSA,AL,35405,33.169057,-87.504197,3,N  ,H----,------         
ALD983170689,AMOCO EAST SERVICE STATION,AL,------,Other,640 EASTERN BY-PASS,MONTGOMERY,AL,36109,,,N  ,N  ,-----,------         
ALR000022285,CLYDE L SMITH & SONS TRUCKING,AL,------,VSQG,10900 COUNTY ROAD 19,IRVINGTON,AL,36544,,,3,N  ,H----,------         
ALD983183062,JACKSON MACHINE SHOP,AL,------,VSQG,1205 JACKSON HWY,SHEFFIELD,AL,35660,34.747539,-87.701222,3,N  ,H----,------         
ALD983174475,"APPLIED TECHNICAL SERVICES, INC.",AL,------,Other,108-A CASTLE DRIVE,MADISON,AL,35758,,,N  ,N  ,-----,------         
ALD983174699,HUMANA HOSPITAL LABORATORY,AL,------,VSQG,HIGHWAY 43 BY-PASS,RUSSELLVILLE,AL,35653,,,3,N  ,H----,------         
ALD983174202,KIMS CLEANERS,AL,------,VSQG,1717 MONTGOMERY HWY SUITE 101,BIRMINGHAM,AL,35244,33.375196,-86.802433,3,N  ,H----,------         
ALR000005447,KMC KEITH MOSLEY CONSTRUCTION,AL,------,VSQG,1415 CELESTE ROAD,SARALAND,AL,36571,,,3,N  ,H----,------         
ALR000021774,PENNZOIL LUBE CENTER,AL,------,Other,130 MAYTON DR.,JACKSON,AL,36545,,,N  ,N  ,-----,------         
ALR000021097,LEE MOTOR COMPANY INC,AL,------,Other,31 SOUTH ALABAMA AVE,MONROEVILLE,AL,36460,,,N  ,N  ,-----,------         
ALD982079444,AUTO CENTER EAST,AL,------,VSQG,5630 DALPHON RD,MONTGOMERY,AL,36117,32.378198,-86.208895,3,N  ,H----,------         
ALD982079501,WAL-MART STORES INC.,AL,------,Other,727 US HWY 43,SARALAND,AL,36571,30.806758,-88.071524,N  ,N  ,-----,------         
ALD991289307,CAUFFIEL ALABAMA & REDWINE SUPPLY CO,AL,------,Other,2201 5TH AVENUE NORTH,BESSEMER,AL,35020,33.406781,-86.952149,N  ,N  ,-----,------         
ALD983169459,WOODLEY CHEVRON,AL,------,SQG,4101 TROY HIGHWAY,MONTGOMERY,AL,36111,32.321602,-86.236359,2,N  ,H----,------         
ALD983169392,J.W. OSBORN-OSBORN CO.,AL,------,Other,US 11 AL 68,COLLINSVILLE,AL,35961,,,N  ,N  ,-----,------         
ALR000009407,STEGALL METAL IND INC,AL,------,VSQG,2800 5TH AVENUE S,BIRMINGHAM,AL,35233,,,3,N  ,H----,------         
ALR000008771,TULL CHEMICAL CO INC,AL,------,VSQG,130 BURTON STREET,OXFORD,AL,36203,,,3,N  ,H----,------         
ALD981477433,BALLARD DUDLEY BODY SHOP INC,AL,------,Other,3809 GOVERNORS DRIVE,HUNTSVILLE,AL,35805,34.718195,-86.634577,N  ,N  ,-----,------         
ALD000652560,SHERWIN WILLIAMS CO,AL,------,Other,228 S THIRD ST,GADSDEN,AL,35901,34.010761,-86.003105,N  ,N  ,-----,------         
ALN970327001,SUPER 1 HOUR CLEANERS,AL,------,Other,1804 6TH AVENUE,JASPER,AL,35501,,,N  ,N  ,-----,------         
ALN970403001,ALLEN OIL COMPANY,AL,------,Other,1251 OLD BIRMINGHAM HIGHWAY,SYLACAUGA,AL,35150,,,N  ,N  ,-----,------         
ALN970417000,JACKSONVILLE TIRE & ALIGNMENT,AL,------,Other,201 COFFEE STREET S.W.,JACKSONVILLE,AL,36265,,,N  ,N  ,-----,------         
ALD983178203,GADSDEN DISTRIBUTION,AL,------,Other,1119 CHASTAIN BLVD,GADSDEN,AL,35905,,,N  ,N  ,-----,------         
ALN931028001,MOBILE INTERNATIONAL SPEEDWAY,AL,------,Other,PARK BLVD,IRVINGTON,AL,36544,,,N  ,N  ,-----,------         
ALN930629004,L&J DIRT,AL,------,Other,LOTT RD,MOBILE,AL,36605,,,N  ,N  ,-----,------         
ALN921216001,MARION COUNTY ENGINEERING DEPARTMENT,AL,------,Other,STORAGE YARD NEXT TO 146 10 AV,HAMILTON,AL,35570,,,N  ,N  ,-----,------         
ALN930210001,VALRIDGE SUBDIVISION DUMPSITE,AL,------,Other,OFF COUNTY ROAD 12 EAST,PRATVILLE,AL,36067,,,N  ,N  ,-----,------         
ALN930317002,COKER PRINTING,AL,------,Other,1608 3RD AVE. NORTH,BIRMINGHAM,AL,35203,,,N  ,N  ,-----,------         
ALN930317003,CAIN AWNING CO.,AL,------,Other,1301 3RD AVENUE SOUTH,BIRMINGHAM,AL,35202,,,N  ,N  ,-----,------         
ALN930317004,FREEMAN & FREEMAN STAINED GLASS,AL,------,Other,3416 6TH AVENUE SOUTH,BIRMINGHAM,AL,35222,,,N  ,N  ,-----,------         
ALN930318001,PRINTING PLACE,AL,------,Other,3703 5TH AVENUE SOUTH,BIRMINGHAM,AL,35222,,,N  ,N  ,-----,------         
ALN920513001,BOBCAT CLEANING SYSTEM,AL,------,Other,1900 MT. MEIGS ROAD,MONTGOMERY,AL,36107,,,N  ,N  ,-----,------         
ALD983191420,J & L FABRICATORS INC,AL,------,VSQG,1563 PARKWAY DRIVE SE,LEEDS,AL,35094,33.541288,-86.527413,3,N  ,H----,------         
ALR000020065,ADVANCE AUTO PARTS #5949,AL,------,Other,1401 MARTIN LUTHER KING BLVD,TUSCALOOSA,AL,35401,,,N  ,N  ,-----,------         
ALR000025551,ALVIN BRISKER PROPERTY,AL,------,Other,605 JONES CORNER ROAD,TITUS,AL,36080,,,N  ,N  ,-----,------         
ALR000025585,CLUSTER,AL,------,Other,661 AVENUE W,ENSLEY,AL,35214,,,N  ,N  ,-----,------         
ALR000025601,BRANCO INC,AL,------,VSQG,4040 FARR ROAD,BESSEMER,AL,35022,,,3,N  ,H----,------         
ALR000026021,GEORGE SMITH ILEGAL DUMPSITE,AL,------,Other,4800 MAIN STREET,BESSEMER,AL,35020,,,N  ,N  ,-----,------         
ALR000025395,FULTONDALE 115-KV METERING STA,AL,------,Other,WALKER ROAD,FULTONDALE,AL,35068,,,N  ,N  ,-----,------         
ALR000019349,ENVIRONMENTAL TRANSPORT INC,AL,------,Transporter,3280 DAUPHIN STREET,MOBILE,AL,36606,,,N  ,Y  ,H----,------         
ALD983173097,EAST BAY AUTOMOTIVE & MACHINE SHOP INC,AL,------,Other,1909 MAIN STREET,DAPHNE,AL,36526,30.606888,-87.90262,N  ,N  ,-----,------         
ALD983173220,"WILLIAMS SIGNS, INC.",AL,------,VSQG,1585 CAROLINE STREET,ELBA,AL,36323,,,3,N  ,H----,------         
ALD983171646,JAMES HARDIN AUTOMOTIVES,AL,------,Other,NON-NOTIFIER,LINEVILLE,AL,36266,,,N  ,N  ,-----,------         
ALD983171315,HOWARDS OIL CO INC,AL,------,Other,809 N MAIN ST,CULLMAN,AL,35055,,,N  ,N  ,-----,------         
ALD983182460,KEN'S AUTO REPAIR,AL,------,VSQG,5216-A GUNN RD,MOBILE,AL,36619,,,3,N  ,H----,------         
ALD983182080,CLARK TRANSPORTATION,AL,------,Other,1220 3RD ST WEST,BIRMINGHAM,AL,35204,33.52407,-86.840807,N  ,N  ,-----,------         
ALD983182163,SHELBY CLEANERS,AL,------,Other,30 WEST MIDDLE STREET,MONTEVALLO,AL,35115,,,N  ,N  ,-----,------         
ALD107974578,MARKS CLEANERS,AL,------,Other,593 RED LANE ROAD,BIRMINGHAM,AL,35215,33.591008,-86.700574,N  ,N  ,-----,------         
ALD098852510,"DOTHAN NISSAN, INC.",AL,------,VSQG,2043 MONTGOMERY HWY,DOTHAN,AL,36303,31.239359,-85.409845,3,N  ,H----,------         
AL0000859546,"THOMPSON TRACTOR COMPANY, INC.",AL,------,Other,118 VULCAN RD,DOTHAN,AL,36302,,,N  ,N  ,-----,------         
ALD982129900,SAUNDER'S ENGINES,AL,------,Other,6402 GREENSBORO RD.,TUSCALOOSA,AL,35405,,,N  ,N  ,-----,------         
ALD000653212,ALABAMA WASTE PETROLEUM,AL,------,Other,4591 MAIN ST,MILLBROOK,AL,36054,32.495531,-86.366657,N  ,N  ,-----,------         
AL0000558106,TRI-LITE PLASTICS-SOUTH INC,AL,------,VSQG,3901 RESEARCH WAY,PELL CITY,AL,35125,,,3,N  ,H----,------         
ALN960814003,MR. ED NEWELL'S RESIDENCE,AL,------,Other,702 PHIL HARPER ROAD,DEMOPOLIS,AL,36732,,,N  ,N  ,-----,------         
ALN960423000,HUBERT BELL,AL,------,Other,HIGHWAY 78,HEFLIN,AL,36264,,,N  ,N  ,-----,------         
ALR000017103,RMS PRECISION INC,AL,------,VSQG,30105 N HIGHWAY 59,LOXLEY,AL,36551,,,3,N  ,H----,------         
ALR000011650,PRECISION PROPELLER,AL,------,VSQG,5851 AIRPORT ROAD,TUSCALOOSA,AL,35406,,,3,N  ,H----,------         
ALR000011080,HYDROVAC STORAGE SITE,AL,------,VSQG,3811 RUCKER BLVD,ENTERPRISE,AL,36330,,,3,N  ,H----,------         
ALN951205000,CROWN HOUSING INC WEST WIND DIVISION,AL,------,Other,HIGHWAY 19,VINA,AL,35593,,,N  ,N  ,-----,------         
ALN940128000,ROYSTER BUILDING COMPLAINT,AL,------,Other,HWY 134,MIDLAND CITY,AL,36350,,,N  ,N  ,-----,------         
ALR000004341,ZF INDUSTRIES INC,AL,------,VSQG,1200 COMMERCE DR,TUSCALOOSA,AL,35401,,,3,N  ,H----,------         
ALR000004051,DENNIS AUTO & TRUCK,AL,------,VSQG,4419-A LOTT RD,EIGHT MILE,AL,36619,,,3,N  ,H----,------         
ALR000003269,"ENVIRONMENTAL SERVICE LABS, INC",AL,------,Other,1544 CHURCH STREET SE,DECATUR,AL,35602,34.602897,-86.967912,N  ,N  ,-----,------         
ALR000002618,PLANTATION TREE COMPANY,AL,------,VSQG,120 COUNTY RD 15 S,SELMA,AL,36703,,,3,N  ,H----,------         
ALN960530000,KLEEN RITE CLEANERS,AL,------,Other,1432 MONTEVALLO ROAD,ALABASTER,AL,35007,,,N  ,N  ,-----,------         
ALD982145062,GEMINI CORRUGARED BOX,AL,------,Other,777 CLOW RD.,BIRMINGHAM,AL,35217,33.596222,-86.773063,N  ,N  ,-----,------         
ALN000105000,JIMMY LOCKHART PROPERTY,AL,------,Other,742 17TH AVE NORTH,CLANTON,AL,35045,,,N  ,N  ,-----,------         
